"Analysis","Spec","Window","WindowLabel","Condition","ClassLabel","Variable","VariableLabel","Role","VariableOrder","NNonMissing","NEvent","Prevalence"
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 1","GOVG","No government grant receipt","Mediator",5,973,423,0.434737923946557
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 1","SCHL","School disengagement","Mediator",8,973,113,0.116135662898253
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 1","SCSP","Low social support","Mediator",7,973,99,0.10174717368962
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 1","VLNC","Violence exposure","Mediator",6,973,320,0.328879753340185
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","DNKA","Alcohol use","Mediator",2,413,122,0.295399515738499
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","DPBN","Depression","Outcome",1,413,13,0.0314769975786924
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","ESXC","Ever had sexual intercourse","Mediator",3,410,87,0.21219512195122
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","FDSC","Food insecurity","Mediator",4,413,75,0.181598062953995
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","GOVG","No government grant receipt","Mediator",5,413,215,0.520581113801453
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","SCHL","School disengagement","Mediator",8,413,34,0.0823244552058114
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","SCSP","Low social support","Mediator",7,413,40,0.0968523002421308
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 2","VLNC","Violence exposure","Mediator",6,413,123,0.297820823244552
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","DNKA","Alcohol use","Mediator",2,218,73,0.334862385321101
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","DPBN","Depression","Outcome",1,218,8,0.036697247706422
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","ESXC","Ever had sexual intercourse","Mediator",3,213,57,0.267605633802817
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","FDSC","Food insecurity","Mediator",4,218,53,0.243119266055046
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","GOVG","No government grant receipt","Mediator",5,218,108,0.495412844036697
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","SCHL","School disengagement","Mediator",8,218,18,0.0825688073394494
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","SCSP","Low social support","Mediator",7,218,26,0.119266055045872
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 3","VLNC","Violence exposure","Mediator",6,218,77,0.353211009174312
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","DNKA","Alcohol use","Mediator",2,123,39,0.317073170731707
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","DPBN","Depression","Outcome",1,123,5,0.0406504065040651
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","ESXC","Ever had sexual intercourse","Mediator",3,123,19,0.154471544715447
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","FDSC","Food insecurity","Mediator",4,123,23,0.186991869918699
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","GOVG","No government grant receipt","Mediator",5,123,59,0.479674796747967
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","SCHL","School disengagement","Mediator",8,123,10,0.0813008130081302
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","SCSP","Low social support","Mediator",7,123,8,0.0650406504065041
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 4","VLNC","Violence exposure","Mediator",6,123,34,0.276422764227642
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","DNKA","Alcohol use","Mediator",2,227,79,0.348017621145374
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","DPBN","Depression","Outcome",1,227,14,0.0616740088105727
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","ESXC","Ever had sexual intercourse","Mediator",3,224,70,0.3125
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","FDSC","Food insecurity","Mediator",4,227,53,0.233480176211454
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","GOVG","No government grant receipt","Mediator",5,227,108,0.475770925110132
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","SCHL","School disengagement","Mediator",8,227,28,0.123348017621145
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","SCSP","Low social support","Mediator",7,227,24,0.105726872246696
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Restricted (at least 2 complete occasions)","Class 5","VLNC","Violence exposure","Mediator",6,227,74,0.325991189427313
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","DNKA","Alcohol use","Mediator",2,186,58,0.311827956989247
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","DPBN","Depression","Outcome",1,186,6,0.032258064516129
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","ESXC","Ever had sexual intercourse","Mediator",3,183,42,0.229508196721312
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","FDSC","Food insecurity","Mediator",4,186,38,0.204301075268817
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","GOVG","No government grant receipt","Mediator",5,186,83,0.446236559139785
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","SCHL","School disengagement","Mediator",8,186,14,0.0752688172043011
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","SCSP","Low social support","Mediator",7,186,24,0.129032258064516
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 1","VLNC","Violence exposure","Mediator",6,186,57,0.306451612903226
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","DNKA","Alcohol use","Mediator",2,320,85,0.265625
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","DPBN","Depression","Outcome",1,320,9,0.028125
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","ESXC","Ever had sexual intercourse","Mediator",3,317,58,0.182965299684542
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","FDSC","Food insecurity","Mediator",4,320,63,0.196875
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","GOVG","No government grant receipt","Mediator",5,320,163,0.509375
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","SCHL","School disengagement","Mediator",8,320,22,0.0687500000000002
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","SCSP","Low social support","Mediator",7,320,30,0.09375
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 2","VLNC","Violence exposure","Mediator",6,320,93,0.290625
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","DNKA","Alcohol use","Mediator",2,738,210,0.284552845528455
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","DPBN","Depression","Outcome",1,738,19,0.0257452574525746
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","ESXC","Ever had sexual intercourse","Mediator",3,727,158,0.217331499312242
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","FDSC","Food insecurity","Mediator",4,738,175,0.237127371273713
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","GOVG","No government grant receipt","Mediator",5,738,283,0.383468834688347
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","SCHL","School disengagement","Mediator",8,738,66,0.0894308943089428
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","SCSP","Low social support","Mediator",7,738,76,0.102981029810298
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 3","VLNC","Violence exposure","Mediator",6,738,241,0.326558265582656
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","DNKA","Alcohol use","Mediator",2,125,42,0.336
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","DPBN","Depression","Outcome",1,125,8,0.064
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","ESXC","Ever had sexual intercourse","Mediator",3,124,29,0.233870967741936
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","FDSC","Food insecurity","Mediator",4,125,35,0.28
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","GOVG","No government grant receipt","Mediator",5,125,55,0.44
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","SCHL","School disengagement","Mediator",8,125,7,0.056
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","SCSP","Low social support","Mediator",7,125,14,0.112
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 4","VLNC","Violence exposure","Mediator",6,125,45,0.36
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","DNKA","Alcohol use","Mediator",2,98,28,0.285714285714286
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","DPBN","Depression","Outcome",1,98,3,0.0306122448979592
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","ESXC","Ever had sexual intercourse","Mediator",3,98,10,0.102040816326531
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","FDSC","Food insecurity","Mediator",4,98,18,0.183673469387755
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","GOVG","No government grant receipt","Mediator",5,98,44,0.448979591836735
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","SCHL","School disengagement","Mediator",8,98,5,0.0510204081632653
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","SCSP","Low social support","Mediator",7,98,4,0.0408163265306122
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Stricter restricted (at least 3 complete occasions)","Class 5","VLNC","Violence exposure","Mediator",6,98,27,0.275510204081633
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","DNKA","Alcohol use","Mediator",2,261,91,0.348659003831418
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","DPBN","Depression","Outcome",1,261,8,0.0306513409961686
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","ESXC","Ever had sexual intercourse","Mediator",3,256,80,0.3125
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","FDSC","Food insecurity","Mediator",4,261,65,0.24904214559387
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","GOVG","No government grant receipt","Mediator",5,261,137,0.524904214559387
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","SCHL","School disengagement","Mediator",8,261,28,0.10727969348659
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","SCSP","Low social support","Mediator",7,261,29,0.111111111111111
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 1","VLNC","Violence exposure","Mediator",6,261,94,0.360153256704981
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","DNKA","Alcohol use","Mediator",2,1351,461,0.341228719467062
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","DPBN","Depression","Outcome",1,1350,57,0.0422222222222224
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","ESXC","Ever had sexual intercourse","Mediator",3,1325,472,0.356226415094339
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","FDSC","Food insecurity","Mediator",4,1351,385,0.284974093264248
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","GOVG","No government grant receipt","Mediator",5,1351,726,0.53737971872687
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","SCHL","School disengagement","Mediator",8,1351,247,0.182827535159143
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","SCSP","Low social support","Mediator",7,1351,133,0.0984455958549222
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 2","VLNC","Violence exposure","Mediator",6,1351,439,0.324944485566247
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","DNKA","Alcohol use","Mediator",2,516,168,0.325581395348837
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","DPBN","Depression","Outcome",1,516,22,0.0426356589147286
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","ESXC","Ever had sexual intercourse","Mediator",3,513,139,0.270955165692007
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","FDSC","Food insecurity","Mediator",4,516,96,0.186046511627907
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","GOVG","No government grant receipt","Mediator",5,516,294,0.569767441860466
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","SCHL","School disengagement","Mediator",8,516,66,0.127906976744186
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","SCSP","Low social support","Mediator",7,516,50,0.0968992248062015
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 3","VLNC","Violence exposure","Mediator",6,516,154,0.298449612403101
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","DNKA","Alcohol use","Mediator",2,140,44,0.314285714285714
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","DPBN","Depression","Outcome",1,140,6,0.0428571428571429
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","ESXC","Ever had sexual intercourse","Mediator",3,140,23,0.164285714285714
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","FDSC","Food insecurity","Mediator",4,140,26,0.185714285714286
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","GOVG","No government grant receipt","Mediator",5,140,68,0.485714285714286
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","SCHL","School disengagement","Mediator",8,140,13,0.0928571428571429
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","SCSP","Low social support","Mediator",7,140,11,0.0785714285714285
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 4","VLNC","Violence exposure","Mediator",6,140,40,0.285714285714286
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","DNKA","Alcohol use","Mediator",2,360,138,0.383333333333333
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","DPBN","Depression","Outcome",1,358,22,0.0614525139664804
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","ESXC","Ever had sexual intercourse","Mediator",3,351,147,0.418803418803419
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","FDSC","Food insecurity","Mediator",4,360,96,0.266666666666667
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","GOVG","No government grant receipt","Mediator",5,360,213,0.591666666666668
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","SCHL","School disengagement","Mediator",8,360,66,0.183333333333333
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","SCSP","Low social support","Mediator",7,360,37,0.102777777777778
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_0_5","Early childhood (0-5 years)","Unrestricted","Class 5","VLNC","Violence exposure","Mediator",6,360,117,0.325
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","DNKA","Alcohol use","Mediator",2,894,303,0.338926174496644
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","DPBN","Depression","Outcome",1,888,47,0.0529279279279279
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","ESXC","Ever had sexual intercourse","Mediator",3,875,380,0.434285714285711
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","FDSC","Food insecurity","Mediator",4,894,245,0.274049217002238
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","GOVG","No government grant receipt","Mediator",5,894,533,0.59619686800895
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","SCHL","School disengagement","Mediator",8,894,234,0.261744966442954
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","SCSP","Low social support","Mediator",7,894,91,0.101789709172259
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Improving SES","VLNC","Violence exposure","Mediator",6,894,244,0.272930648769575
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","DNKA","Alcohol use","Mediator",2,270,104,0.385185185185185
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","DPBN","Depression","Outcome",1,265,21,0.0792452830188678
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","ESXC","Ever had sexual intercourse","Mediator",3,260,129,0.496153846153847
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","FDSC","Food insecurity","Mediator",4,270,75,0.277777777777778
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","GOVG","No government grant receipt","Mediator",5,270,160,0.592592592592593
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","SCHL","School disengagement","Mediator",8,270,91,0.337037037037038
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","SCSP","Low social support","Mediator",7,270,18,0.0666666666666666
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","High Maternal Absence, Low SES","VLNC","Violence exposure","Mediator",6,270,87,0.322222222222222
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","DNKA","Alcohol use","Mediator",2,480,175,0.364583333333333
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","DPBN","Depression","Outcome",1,477,19,0.039832285115304
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","ESXC","Ever had sexual intercourse","Mediator",3,470,152,0.32340425531915
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","FDSC","Food insecurity","Mediator",4,480,93,0.19375
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","GOVG","No government grant receipt","Mediator",5,480,258,0.537499999999999
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","SCHL","School disengagement","Mediator",8,480,83,0.172916666666667
