"model","model_label","coefficient_type","childhood_window","term","exposure_contrast","mediator","mediator_label","m","q_bar","std.error","lower_95","upper_95","odds_ratio","odds_ratio_lower_95","odds_ratio_upper_95","p_value","significant_at_95"
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.221897500409726,0.217504847712533,-0.648726087761271,0.204931086941819,0.800997462038766,0.522711241046762,1.22744047537165,0.307887346619699,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.206368466279251,0.147822160574348,-0.496303600163961,0.0835666676054598,0.813533261476587,0.60877678828091,1.08715769107698,0.162881280881716,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.087337628537702,0.201592395560981,-0.482873019435786,0.308197762360381,0.916367651527329,0.617008166444519,1.36097011098672,0.664923636015869,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.121918292980491,0.197424898712872,-0.509209914819192,0.265373328858211,0.885220694292363,0.600970208944653,1.3039176750201,0.536980625544403,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.221545548540708,0.158518528095416,-0.532463884637275,0.0893727875558586,0.801279424208255,0.587156500099884,1.09348821915501,0.162420710125604,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.238766262324559,0.258767250344257,-0.746387596952383,0.268855072303266,0.787598952408115,0.474076016893521,1.30846549441391,0.356321981210341,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.100041578958412,0.183675614325231,-0.460301754570399,0.260218596653575,0.90479979662072,0.631093181519811,1.29721362223147,0.586057447656746,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.190005277561704,0.268244272765034,-0.716629282339205,0.336618727215797,0.826954769627023,0.488395728670755,1.4002051018548,0.47896735207996,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.090594277426409,0.246619210062958,-0.574361678682223,0.393173123829405,0.913388217951121,0.563064169982932,1.48167488035549,0.713415311533019,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.117294371287037,0.194384637524877,-0.498522743651478,0.263934001077405,0.889323363364649,0.607427323118056,1.30204226007874,0.546305068687629,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.181253854737178,0.232541698566349,-0.275292276090149,0.637799985564504,1.19871944128111,0.759350150894789,1.89231318017396,0.435974530745395,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.14487292878461,0.148987428494405,-0.147253133503558,0.436998991072777,1.15589268024773,0.863075476443341,1.54805451518121,0.330936961133311,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.0650635270080074,0.226602946967635,-0.379857461430139,0.509984515446153,1.06722681995748,0.683958892787028,1.66526540885435,0.774103052969865,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","FDSC","Food insecurity",100,-0.18549916510146,0.217548874247553,-0.612300897180491,0.241302566977571,0.830689529122108,0.542102111773828,1.27290611640525,0.394001375284464,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.0813065830207376,0.170250054635263,-0.252701305751154,0.415314471792629,1.08470339723876,0.776699842955455,1.51484704246139,0.633038805212668,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","GOVG","No government grant receipt",100,-0.0729860708137548,0.22679511817224,-0.518115450636511,0.372143309009002,0.92961377869907,0.595642007681637,1.45084088496501,0.747670137703157,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","GOVG","No government grant receipt",100,-0.163213158962774,0.157159066335411,-0.471515628127935,0.145089310202387,0.849410109738043,0.624055714757639,1.15614282100661,0.299212999014017,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.107262615595577,0.219790036973951,-0.324155329604734,0.538680560795889,1.1132265667526,0.723137908930151,1.7137441885148,0.625664065369481,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,-0.120092515118804,0.209800866515338,-0.531781098788366,0.291596068550759,0.886838386963065,0.587557539145559,1.33856222104642,0.567168553199338,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,-0.111104375366903,0.169709435821872,-0.444060232158706,0.221851481424901,0.894845344243415,0.641426785143855,1.248385955592,0.51280142511088,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.136826162623121,0.313668411008758,-0.752324105590296,0.478671780344054,0.872121820324923,0.471269997743504,1.61392932528844,0.662773266498151,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.33200281345992,0.221312288858695,-0.766180418806505,0.102174791886666,0.717485304235457,0.46478496611885,1.10757705029171,0.133822537267807,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.123607086982552,0.3013771890424,-0.714994896020465,0.46778072205536,0.883727000518888,0.489194608629231,1.59644729862104,0.681788488645941,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.158983072264675,0.30567040533466,-0.758763259891928,0.440797115362578,0.853010798387942,0.46824516663888,1.55394539870946,0.603092390476533,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.183066866636711,0.240166203336751,-0.654310678961034,0.288176945687612,0.83271247319303,0.519800248367627,1.33399332760772,0.446076356161343,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","SCSP","Low social support",100,-0.340984546022427,0.351516970382423,-1.03069777698174,0.348728684936881,0.71106989697974,0.356757936221576,1.41726461293561,0.332239416879021,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","SCSP","Low social support",100,-0.386292693852811,0.246011419499152,-0.86873722983478,0.0961518421291568,0.679571590141157,0.419480922933005,1.10092621828416,0.116510163206174,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","SCSP","Low social support",100,-0.264543645851983,0.3529807335527,-0.957350260702978,0.428262968999013,0.767556147494478,0.383908797657781,1.53458957739679,0.453787593320905,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","SCSP","Low social support",100,-0.518056860434243,0.301092896639138,-1.10853486899159,0.0724211481231031,0.59567690748973,0.330042162018065,1.07510802846185,0.0854756908977561,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","SCSP","Low social support",100,-0.355109825744443,0.265949106637341,-0.876728164916294,0.166508513427408,0.701096440541704,0.416142235493192,1.1811735916632,0.181969938283406,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Declining Return to Two-Parent vs Dual Absence, Stable High","VLNC","Violence exposure",100,-0.0861569721619028,0.213131482180851,-0.5043473170536,0.332033372729795,0.917450205774215,0.603899601797337,1.39379936262588,0.686112433032362,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Stable High vs Dual Absence, Stable High","VLNC","Violence exposure",100,-0.120704550752749,0.147434012382376,-0.40985584643956,0.168446744934062,0.886295776334151,0.663745924578503,1.18346519964937,0.413059981270137,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C4","Maternal Absence Transition vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.0892909365399889,0.208275653961516,-0.319547526837997,0.498129399917974,1.0933987196963,0.726477674368753,1.64564005531526,0.668247248485426,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C5","Late Dual Absence vs Dual Absence, Stable High","VLNC","Violence exposure",100,-0.0638169490196592,0.194086322971345,-0.44447406616635,0.316840168127031,0.938176717981594,0.641161395844095,1.37278313988938,0.742339635872314,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C6","Two-Parent, Stable Presence vs Dual Absence, Stable High","VLNC","Violence exposure",100,-0.0170577472615499,0.159237436696186,-0.329402298124587,0.295286803601487,0.983086912418648,0.719353563938131,1.34351162740879,0.914706539971142,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","DNKA","Alcohol use",100,0.0168734172528776,0.139541484668575,-0.256796662677776,0.290543497183532,1.01701657742473,0.77352548437608,1.33715403002009,0.903766801045352,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","DNKA","Alcohol use",100,0.0425539006746406,0.197098940465409,-0.344367995034351,0.429475796383632,1.04347229871878,0.708668093720094,1.53645189876931,0.829122576205629,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","DNKA","Alcohol use",100,0.0427649765762305,0.183098744905345,-0.31636028855726,0.401890241709721,1.04369257382159,0.728796825703302,1.49464727374346,0.81535315514597,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.0425841645652813,0.194571246219284,-0.42425977726483,0.339091448134267,0.958309806398414,0.65425389954251,1.40367170250194,0.826789123447186,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","DNKA","Alcohol use",100,0.0996624312966184,0.17349150359775,-0.240494903686647,0.439819766279884,1.1047979099233,0.786238652356449,1.5524273935308,0.56570013708414,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.19262099391582,0.1569779635234,-0.500582928744063,0.115340940912423,0.824794517047695,0.606177198588265,1.12225599533646,0.220026276503205,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","DNKA","Alcohol use",100,-0.128469606465976,0.209207107429948,-0.538887818502048,0.281948605570096,0.879440291310637,0.583396734746447,1.32571058409622,0.539270190380442,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.250471507308434,0.166659706754029,-0.577244771778324,0.0763017571614564,0.778433659367929,0.561443141472709,1.07928820796968,0.132967732434724,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.0990260375590004,0.222200064962227,-0.534793235922881,0.33674116080488,0.905719125001373,0.585790398035017,1.40037654448582,0.655889821985769,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.277008393274654,0.224542827342531,-0.71733591543982,0.163319128890513,0.758048134577613,0.488050733989363,1.17741237604434,0.217457493167688,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.133652117143659,0.234646065451104,-0.59385291817041,0.326548683883092,0.874894372421803,0.552195616275915,1.38617573253764,0.569025210385947,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,0.0458675931019889,0.216794750108808,-0.37924868297976,0.470983869183737,1.04693578026023,0.684375398989038,1.6015691528483,0.832458628272255,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.18931879100322,0.181600729649636,-0.545403922202097,0.166766340195657,0.827522657862364,0.579607619664989,1.1814781690955,0.297270033369418,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","ESXC","Ever had sexual intercourse",100,-0.197415759480863,0.251768408362089,-0.691229366653176,0.296397847691449,0.820849286485269,0.500959827044024,1.34500515759752,0.433082559653585,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.0503693153405639,0.140553543430558,-0.22521410713048,0.325952737811607,1.05165941862127,0.798345269044567,1.38534989265791,0.720094487778593,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.0460794062958788,0.189265723026679,-0.325124710973422,0.417283523565179,1.0471575585586,0.722437252170914,1.51783279329979,0.807673702936052,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","FDSC","Food insecurity",100,-0.163104310478235,0.188621106581208,-0.532958833314583,0.206750212358114,0.849502571773325,0.586865959674018,1.22967537570308,0.387268836302094,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","FDSC","Food insecurity",100,-0.088443422129438,0.201096693332736,-0.482870474188801,0.305983629929925,0.915354898101918,0.617009736884692,1.35796007646433,0.660134710531144,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.181552153168044,0.186803639202736,-0.184811209573359,0.547915515909447,1.19907707074699,0.831261203196427,1.72964384246794,0.331230978581756,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.00516466637875203,0.157987495883555,-0.304702572440193,0.315031905197697,1.00517802625802,0.737342647805512,1.37030303004864,0.973925302375225,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","FDSC","Food insecurity",100,0.200142953825852,0.20441200860672,-0.200770903937548,0.601056811589252,1.22157737483812,0.818099833537067,1.82404545453165,0.327656519105755,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.0791659298437895,0.139636596455088,-0.194644124545339,0.352975984232918,1.08238390696326,0.823127536825156,1.42329696145484,0.570802103296946,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.00828268181204941,0.19064149385964,-0.365721694830385,0.382287058454483,1.00831707812002,0.693695833484169,1.465632747024,0.965352492061317,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.0346206797866062,0.188944291216099,-0.335994057700531,0.405235417273743,1.03522695180573,0.714627352333177,1.49965550331375,0.854639897766975,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,-0.140529942385393,0.19239970069894,-0.517847587299898,0.236787702529112,0.868897647675035,0.595801579708036,1.26717207179138,0.465224760702375,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.21293880766507,0.18736601517162,-0.154529199483469,0.58040681481361,1.23730893510423,0.856818473119985,1.78676516545458,0.255898647958998,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.222561026150207,0.152757829067786,-0.0769986294124597,0.522120681712873,1.24927205558855,0.925891122620462,1.68559847993509,0.145267651193775,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","GOVG","No government grant receipt",100,0.137380379020143,0.199192789704229,-0.253169467206653,0.527930225246939,1.14726446086458,0.776336307129862,1.69541953799504,0.490439094783123,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","SCHL","School disengagement",100,0.0870383075973751,0.198784869892622,-0.302753359785154,0.476829974979905,1.0909384701495,0.73878128707715,1.61095951734339,0.661529913363647,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","SCHL","School disengagement",100,-0.251996696941404,0.274386287347608,-0.790395780468637,0.28640238658583,0.7772473053581,0.45366520791752,1.33162817677713,0.358616792860808,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","SCHL","School disengagement",100,0.267285129517941,0.269267776549755,-0.260772085248212,0.795342344284095,1.30641289010836,0.770456498007373,2.21519922780241,0.321000440784085,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","SCHL","School disengagement",100,0.134271443625314,0.275987558493239,-0.407064655316913,0.675607542567541,1.14370322846411,0.665601154256715,1.96522657215033,0.626670506290892,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","SCHL","School disengagement",100,0.184318416266744,0.260583635168134,-0.326682921639294,0.695319754172782,1.20239862542927,0.721312419330016,2.00434987072187,0.479433016120503,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","SCHL","School disengagement",100,0.000655848683608853,0.217496152957121,-0.42588442921395,0.427196126581168,1.00065606379938,0.653191827651594,1.53295328512984,0.997594320820832,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","SCHL","School disengagement",100,0.572720374032898,0.302679372202684,-0.0210183169898518,1.16645906505565,1.77308394811341,0.979201028389892,3.21060394741095,0.0586685654723009,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","SCSP","Low social support",100,0.12514609888373,0.211010373166193,-0.288611318574388,0.538903516341849,1.13331401688497,0.749303389119651,1.71412631988356,0.55317686288159,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","SCSP","Low social support",100,-0.00410745058220909,0.292917081038467,-0.578927833349757,0.570712932185339,0.995900973455214,0.560498992849758,1.76952815541437,0.988814841986124,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","SCSP","Low social support",100,0.391442883697663,0.291296649426668,-0.179718779202757,0.962604546598082,1.47911344360466,0.835505139797864,2.61850762471828,0.179116542520561,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","SCSP","Low social support",100,0.166328213132128,0.299537543120595,-0.421132962410813,0.753789388675069,1.1809606449136,0.656302832000758,2.12503737121332,0.578766952807612,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","SCSP","Low social support",100,0.196709075755511,0.287294223480861,-0.366697106175272,0.760115257686294,1.21738982096894,0.693019524591592,2.13852268746998,0.49361048392794,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","SCSP","Low social support",100,0.111813457388122,0.234442832590702,-0.347997196883993,0.571624111660237,1.11830422979448,0.706100855494221,1.77114124794663,0.633468295554762,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","SCSP","Low social support",100,-0.0466271764764334,0.295061841878732,-0.62527203842976,0.532017685476893,0.954443170131797,0.535115836644655,1.70236368021408,0.874452250238256,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Stable High vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.123772073009383,0.134984366720424,-0.140888760091345,0.388432906110111,1.13175788343065,0.868585927743049,1.47466803893045,0.359242489743991,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Maternal Absence Transition vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.00760207498689208,0.188460640741995,-0.362150152836849,0.377354302810633,1.00763104412093,0.696177826917746,1.45842094048219,0.967830639605788,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence vs Dual Absence, Stable High","VLNC","Violence exposure",100,-0.0242939999644972,0.175834791932611,-0.36902741820148,0.320439418272486,0.975998723982872,0.691406453068986,1.37773303241234,0.890117882099237,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Rising Paternal Absence vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.131626837751358,0.186061463011398,-0.233236504045205,0.496490179547921,1.14068258016069,0.791966248152229,1.64294469836037,0.479365467324788,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","From Dual to Paternal Absence vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.225666973923948,0.174675018933144,-0.116834492941083,0.56816844078898,1.25315826140039,0.88973243797708,1.76503132974062,0.196487439808938,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Two-Parent, Stable Presence vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.010078735076895,0.144689639444313,-0.273602161587922,0.293759631741712,1.01012969659258,0.760634624745268,1.341461420166,0.944470008600092,FALSE
"JPA","Joint parental absence","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Declining Return to Two-Parent vs Dual Absence, Stable High","VLNC","Violence exposure",100,0.0948586760768555,0.202582868670842,-0.302475601566038,0.492192953719749,1.0995034580035,0.738986518152755,1.63589974169429,0.639667709010297,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","DNKA","Alcohol use",100,0.150362270476509,0.116509557385712,-0.0781686959468487,0.378893236899866,1.16225521722173,0.92480840195453,1.46066708207259,0.197047490241462,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","DNKA","Alcohol use",100,0.0220621968129027,0.10778129471173,-0.18950023971742,0.233624633343226,1.02230736675313,0.827372518561827,1.26317025121208,0.837862355115204,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","ESXC","Ever had sexual intercourse",100,0.0654647704011047,0.142031925551212,-0.213071853860075,0.344001394662285,1.06765512358918,0.808098070164682,1.41058060278987,0.644906277117787,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","ESXC","Ever had sexual intercourse",100,0.0317753159108787,0.129210228736717,-0.221782520951575,0.285333152773332,1.03228554111024,0.801089565587839,1.33020511583287,0.805795590333065,FALSE
